,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,label
39,-0.11478366,0.29031527,-0.2830595,0.44497263,-0.0034346296,0.12897025,0.04987899,-0.2814587,-0.17095108,-0.61076856,0.38513732,-0.3356663,-0.18789335,-0.6177604,0.05088461,-0.314439,-0.7465226,-0.25877458,0.12964247,0.042905327,0.24620008,-0.097814344,-0.046929862,0.05416126,0.100342065,-0.08102901,0.09130746,-0.20004728,0.029930633,-0.17077109
40,-0.11718672,0.26593906,-0.23068778,0.33172977,0.044292443,0.21048664,0.021738179,-0.21644065,-0.31901273,-0.7702113,0.6726886,-0.49570626,-0.10492591,-0.8859274,0.038893905,-0.28649142,-1.0463532,-0.4066242,0.33261654,0.14300661,0.23141173,-0.04706987,-0.08248053,0.020466698,-0.054738887,0.024556056,0.14346573,-0.19662516,-0.115875036,-0.23987013
41,-0.117345884,0.3331373,-0.11754776,0.30840367,0.06487287,0.19526598,0.11078001,-0.1968868,-0.2602156,-0.5976667,0.44051182,-0.32896978,-0.18825375,-0.7634775,-0.016526738,-0.16570893,-0.73589593,-0.28018105,0.21011129,0.17883739,0.27661327,-0.070324235,-0.100501165,0.15259568,0.043743856,0.20366792,0.050939586,-0.15902358,-0.04285534,-0.18168186
42,-0.07280439,0.28107184,-0.31635964,0.39519984,-0.10159836,0.15487204,-0.10755247,-0.203144,-0.2770557,-0.8489375,0.5284791,-0.4917058,-0.23549308,-0.95356494,0.1330544,-0.47513953,-1.3588341,-0.37503695,0.47685984,0.09585496,0.22858486,0.07759977,0.03186488,0.20371634,-0.01795692,0.013973851,0.16310565,-0.35404846,-0.022397384,0.016134813
43,-0.0995993,0.2603688,-0.4164971,0.38285863,0.0587079,-0.0065295193,-0.10799515,-0.26757017,-0.4538164,-0.91464233,0.4710194,-0.59364563,-0.22510813,-1.0663183,0.05486219,-0.48017564,-1.4775311,-0.45568267,0.54598004,0.06511163,0.22782975,0.05572412,-0.20634334,0.07408402,0.06701841,0.12611043,0.07706104,-0.22181424,0.11386765,-0.13267662
44,-0.05453371,0.099000245,-0.24782595,0.36611766,0.09670488,-0.032772563,0.08282994,-0.3358279,-0.24163878,-0.42536715,0.24764915,-0.20829652,-0.22212149,-0.62657326,-0.11805072,-0.11850788,0.017720709,-0.016229779,-0.09647472,0.16924272,0.23258692,-0.08683247,-0.13773672,0.18648046,-0.021857943,-0.007485438,-0.0046867095,-0.08210293,-0.24789773,-0.24971706
45,0.11442673,0.11262597,-0.26234972,0.26858294,0.3899483,-0.0039304458,0.24024872,-0.3736736,-0.035180107,-0.08455782,0.13043556,-0.036484428,-0.144276,-0.3979308,0.06913754,0.18418002,0.5137949,0.30629522,-0.27784866,0.16547562,-0.024198119,-0.1190017,-0.082142085,0.056383934,-0.09487439,-0.08952105,-0.103610024,-0.008188241,-0.12765309,-0.2747448
46,-0.09875705,0.24081464,-0.19897614,0.3272261,0.08903059,0.12863001,0.02358579,-0.21698907,-0.27190757,-0.71106863,0.4504632,-0.38125512,-0.2369883,-0.78272575,-0.06700693,-0.2432999,-0.89029366,-0.31486946,0.22712484,0.18229447,0.21124518,-0.0662202,-0.16854638,0.10947753,-0.039698977,0.08274959,0.11868416,-0.10554392,-0.010626773,-0.18063441
47,0.045191105,0.21882682,-0.16296431,0.28842837,0.056088384,0.0512719,0.10370467,-0.3478094,-0.13814722,-0.5249752,0.3350918,-0.22056118,-0.38549757,-0.52943885,0.03948622,-0.112398826,-0.35775492,-0.10805074,0.12246475,0.09250238,0.087663315,0.070240706,-0.06868928,0.12653214,-0.048777066,-0.020770347,-0.001233615,-0.18531156,-0.08274012,-0.13725519
48,-0.16098179,0.42214206,-0.48346424,0.4523149,-0.082809724,0.18494773,-0.25518912,-0.1804759,-0.48312855,-1.0565945,0.7524686,-0.6152202,-0.16904919,-1.2045683,-0.016231952,-0.5664079,-1.9086517,-0.62702715,0.8126819,-0.021578943,0.24079798,0.07452043,-0.1414582,0.12555863,-0.083345614,0.07168494,0.3093439,-0.3456922,0.08741668,-0.03830462
49,-0.27902275,0.45593455,-0.5445884,0.37676862,-0.13243681,0.14155509,-0.40756473,-0.32142478,-0.47136316,-1.3281282,0.70425415,-0.7936591,-0.38698626,-1.1781276,0.15224254,-0.6261356,-2.2032223,-0.8590152,0.81808776,0.14922443,0.33740273,0.043835923,-0.08300999,0.23855214,0.07534196,-0.031796098,0.17283472,-0.3413506,0.12118494,0.047011916
50,-0.15415159,0.3887982,-0.4847893,0.5077096,-0.22184607,0.18416077,-0.27540562,-0.20971161,-0.6303474,-1.470791,0.85414374,-0.82059443,-0.3777703,-1.4197267,0.20125626,-0.6800632,-2.3068237,-0.72778976,0.8609902,0.21185862,0.32451436,0.17176089,-0.020362124,0.23305541,0.048416458,0.04180114,0.24487303,-0.45756832,0.12023878,0.07917961
51,-0.05154573,0.22817017,-0.10853682,0.21672589,0.083855376,0.013856446,0.029450037,-0.24806781,-0.21634664,-0.5658876,0.33516288,-0.4483127,-0.26658297,-0.6838531,0.025832357,-0.23373649,-0.5430078,-0.17557839,0.018774034,0.06432336,0.20303848,-0.0068938583,-0.11566064,0.059701193,0.06194395,-0.005720583,-0.009797936,-0.12983868,-0.11658809,-0.18951693
52,-0.20637333,0.4803792,-0.5623917,0.47828496,-0.11210408,0.045763604,-0.15702775,0.005413485,-0.67831254,-1.3574027,0.8640465,-0.8338758,-0.3066415,-1.5908419,0.15687558,-0.6618364,-2.1933465,-0.7733228,0.9014398,0.06499196,0.3027246,0.0721276,-0.20811294,0.14553064,0.08643032,0.1972061,0.2787881,-0.4862272,0.09656873,-0.0724786
53,-0.204686,0.25772464,-0.34922868,0.46460027,0.06259266,0.048204787,0.06410232,-0.3399412,-0.41401204,-0.8720506,0.5434018,-0.5417989,-0.1728143,-1.0687965,-0.08323605,-0.4891834,-1.221837,-0.39949012,0.3520157,0.07309327,0.113896295,-0.1295038,-0.2086985,0.052878372,0.116304986,0.015125424,0.16838692,-0.16141291,-0.07602914,-0.12143018
54,0.11227781,0.34273946,-0.19672096,0.25396374,0.2362727,0.03897571,0.053412702,-0.17149317,-0.20032138,-0.41735992,0.17434265,-0.15468808,-0.16572593,-0.5975254,-0.0071721612,0.0007487342,0.043502416,0.09061734,-0.078331284,0.05734461,0.13131812,-0.052312154,-0.19593532,0.082014956,0.03901234,-0.018733568,0.09194429,0.007971275,-0.14894933,-0.25494382
55,-0.18013547,0.3294397,-0.3852231,0.2367484,0.03122443,0.084456645,-0.16137315,-0.25081816,-0.34826306,-0.81304777,0.39592552,-0.48842883,-0.23516649,-0.92773014,-0.033129837,-0.43397182,-1.3489332,-0.42111963,0.4910166,0.014071466,0.18218373,-0.03895726,-0.15320969,0.08683764,-0.013064325,0.033075947,0.22789364,-0.2311773,-0.047274005,-0.047453433
56,-0.126046,0.26003593,-0.2568917,0.28724933,-0.0062047294,0.080852814,-0.096097715,-0.2465758,-0.3133178,-0.7787871,0.5339822,-0.46198255,-0.26650044,-0.8030894,0.027769538,-0.4119602,-1.1845638,-0.3393672,0.42855445,0.13632576,0.10632779,0.11882215,-0.06261614,0.119020395,-0.07574019,-0.020225326,0.21467102,-0.25675344,-0.13454582,0.011854795
57,-0.0067161852,0.12393667,-0.025847897,0.24155222,0.1513257,-0.0039593484,0.081540324,-0.3111217,-0.01689751,-0.2750752,0.19150658,-0.21961449,-0.1551266,-0.4531625,-0.06584083,-0.0428415,-0.1129805,0.024516426,-0.072760254,0.09993213,0.054252297,-0.058380783,-0.018068308,0.0996478,-0.013262961,-0.0153848715,0.014159534,0.084731504,-0.21106112,-0.15161143
58,-0.10329386,0.41984248,-0.30412388,0.32144552,0.041003752,0.17611878,-0.06772973,-0.11276677,-0.25351986,-0.89215904,0.6937471,-0.4610774,-0.24666983,-1.0351415,0.08293109,-0.33369336,-1.2362307,-0.4222309,0.51454985,0.09898495,0.22958551,0.013961793,-0.020479918,0.06998567,-0.11062049,0.09866899,0.20000114,-0.26084945,-0.0012163486,-0.1078686
59,-0.0742465,0.33416325,-0.5073869,0.293407,-0.06549931,0.10295316,-0.25352255,-0.22341177,-0.41370085,-0.9364339,0.55161583,-0.48702872,-0.1584434,-0.8836168,0.12772977,-0.3556607,-1.2592214,-0.35606027,0.50967026,0.058627065,0.092255145,0.005644694,0.009535238,0.098239936,0.17695168,0.117516905,0.048192743,-0.29384163,-0.1323089,-0.06898919
60,0.024128426,0.24698432,-0.2629392,0.30888385,0.062556654,0.07440405,0.17461577,-0.20646203,-0.18717885,-0.38076678,0.32753342,-0.28481123,-0.24124333,-0.6410325,0.06927186,-0.14330113,-0.37884116,-0.13423677,0.08781845,0.07567002,0.14768946,-0.046018507,-0.06909561,0.11219928,0.02707965,0.093032986,-0.011762939,-0.08460838,-0.06889724,-0.18562505
61,0.13772742,0.07140429,-0.17699924,0.36160314,0.3843501,-0.060271725,0.31137866,-0.45597136,0.12666442,0.05744556,0.21764861,0.025377486,-0.18995838,-0.44743863,0.12449147,0.33335885,1.0410805,0.42441085,-0.5365096,0.28157708,0.14555177,-0.38046077,-0.1762604,0.10575788,-0.10322217,-0.15217222,-0.099612445,0.08800283,-0.31305048,-0.3672458
62,0.09345414,0.24889149,-0.30077732,0.24460225,0.17622793,0.055076793,0.04645462,-0.21459582,-0.1475568,-0.4351012,0.2789244,-0.22749446,-0.17009272,-0.63500565,-0.15290056,0.040779598,-0.1549766,0.14358857,-0.12293203,0.17300498,0.13870937,-0.2015775,-0.298962,0.08765343,-0.028071288,0.15304045,0.013782483,0.048841525,-0.12704068,-0.32404035
63,-0.080578655,0.24153997,-0.374789,0.40090185,0.2896529,0.0521527,0.3021244,-0.3411224,-0.24841952,-0.66297984,0.37437597,-0.4170606,-0.28933161,-0.9541487,-0.07042794,-0.18817888,-0.8595733,-0.22716138,0.20513378,0.18709342,0.08738948,-0.10473194,-0.16508129,0.14451826,0.06273819,0.06105319,0.097494364,-0.12253336,0.04753169,-0.27841187
64,-0.34431326,0.32606718,-0.3024168,0.30603024,-0.06152483,0.09352956,-0.29131842,-0.24501686,-0.4443263,-1.1295131,0.65246826,-0.70623744,-0.28200206,-1.1545919,0.037544463,-0.58815306,-1.7550727,-0.7324697,0.63502127,0.057074863,0.25054315,-0.015494383,-0.13759035,0.050923996,0.07230859,-0.056184392,0.27781975,-0.29433915,0.028376622,-0.06557295
65,-0.16254589,0.3665475,-0.3335696,0.48167962,-0.06587396,0.11371697,-0.028631322,-0.46163094,-0.59601456,-1.2762917,0.77976894,-0.73895943,-0.21245272,-1.3082274,0.090468735,-0.58150315,-1.7520069,-0.6648532,0.6120732,0.3174297,0.22831753,-0.048111293,-0.140965,0.08734337,0.026709177,0.06455089,0.21290123,-0.23135853,-0.08858216,-0.0940064
66,-0.15336551,0.23251003,-0.124214604,0.35471636,0.10123781,0.1392398,0.011534476,-0.13377532,-0.30517787,-0.7955841,0.56753814,-0.5169867,-0.21556067,-0.8935991,-0.02100875,-0.2920741,-1.1872472,-0.3552315,0.3347941,0.111782536,0.2922334,0.0528028,-0.11298889,0.18669018,-0.10331092,0.06643766,0.19424632,-0.21821304,-0.07774091,-0.05251597
67,-0.006674287,0.40405262,-0.36146694,0.25949073,0.13793121,0.10936531,0.015673738,-0.24832262,-0.17740656,-0.61714625,0.47683504,-0.4617821,-0.327402,-0.73797435,0.12801167,-0.25003186,-0.7549766,-0.34087753,0.27437937,0.1939847,0.2670371,-0.0830221,-0.15434766,0.06738904,0.12058217,0.07629877,-0.03556824,-0.12691623,-0.02871148,-0.15882334
68,0.0915861,0.27623984,-0.21933758,0.34258184,0.24639112,0.16501595,0.21670611,-0.23335525,-0.102104366,-0.60839057,0.42062628,-0.37644553,-0.36987334,-0.8342865,0.037695255,-0.084844746,-0.54766285,-0.17895254,0.019672496,0.2399492,0.14610136,-0.19557743,-0.1002559,0.10889613,0.073184945,0.09808344,-0.11865677,-0.17046934,0.06400176,-0.19895342
